model,tp,isl,osl,concurrency,num_prompts,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,p99_tpot_ms,gpu_util_mean_pct,gpu_util_p95_pct,mem_used_mean_mb,mem_used_max_mb,completed,failed,status,leader_label,worker_label,leader_app_sm_mhz,leader_app_mem_mhz,worker_app_sm_mhz,worker_app_mem_mhz,failure_reason
openai/gpt-oss-120b,8,1024,1024,64,640,8.144472102645773,8339.939433109272,16679.878866218543,257.3643368418743,165.20029946696013,1260.3481235785875,7.425298316518808,7.429776715015936,7.588598657151792,,,,,640,0,ok,node1,node2,2062,3996,2062,3996,
