label,m,n,k,dtype,iters,avg_ms,p50_ms,p99_ms,avg_tflops,p50_tflops,p99_tflops,physical_gpu,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
localhost_gpu0,16384,16384,16384,bf16,50,6.917201802134514,6.916902028024197,6.937036057934165,1271.6259079637805,1271.6810194173868,1267.9900967427664,0,1965,3996,1155,3996
