run_id,label,host,work_dir,bytes_per_file,block_bytes,files,fsync,write_mb_s_mean,read_mb_s_mean
2026-02-10_full_suite_e2e_wire_qf_mon,node1,node1,/tmp/aisp_checkpoint_io_2026-02-10_full_suite_e2e_wire_qf_mon_node1,4294967296,4194304,1,1,706.422,7562.330
