label,m,n,k,dtype,iters,avg_ms,p50_ms,p99_ms,avg_tflops,p50_tflops,p99_tflops,physical_gpu,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
localhost_gpu0,16384,16384,16384,bf16,50,6.929191988892853,6.915503880009055,6.926188012585044,1269.425502469508,1271.9381226341648,1269.9760685423635,0,1965,3996,1155,3996
