run_id,label,file_size,runtime_s,repeats,numjobs,iodepth,seq_write_bw_mb_s,seq_read_bw_mb_s,rand_read_iops,rand_write_iops,rand_read_p99_lat_ms,rand_write_p99_lat_ms
2026-03-17_localhost_fabric_canonical,localhost,8G,1,3,4,64,698.8071565628052,1136.5902290344238,67531.405783,41759.643917,,
